album,artist,album_uri,artist_uri
Up from the Ashes,Don Dokken,spotify:album:0i3j67al2trWUvuLyWz88l,spotify:artist:1ezc7OWOT49pi7NXozcu5C
Behaviour,Pet Shop Boys,spotify:album:52coGwksoCtU0ZfSjgGRET,spotify:artist:2ycnb8Er79LoH2AsR5ldjh
Cure for Sanity,Pop Will Eat Itself,spotify:album:6yuGZO9460TzKMMZ7qQZez,spotify:artist:5rIXueJu7zVE2gDZjUM6g8
The Rhythm of the Saints,Paul Simon,spotify:album:08tZq3FDsspdU6ycn8Jl2o,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI
Billy's Live Bait,Gear Daddies,spotify:album:4wnSXVVPTZTlQc7KubPYMI,spotify:artist:1VbV8CGJZh9hW60tgV3kAR
Faith Hope Love,King's X,spotify:album:2Mm7LWywu5oNs2HZrFGPRl,spotify:artist:3tn79LMMIdIT1T0TXumjaH
Slaves & Masters,Deep Purple,spotify:album:5SKeGHkVddRpKf0pqVBJAR,spotify:artist:568ZhdwyaiCyOGJRtNYhWf
Some Friendly,The Charlatans,spotify:album:2aQBsW5b7lj1oxRxpmepv6,spotify:artist:5fScAXreYFnuqwOgBsJgSd
Choke,The Beautiful South,spotify:album:2F8dMI1DLUSc8bOh3pj594,spotify:artist:4fomCZiFUMX73KJ0YQ0V90
Traveling Wilburys Vol. 3,Traveling Wilburys,spotify:album:1DGMD70zay4ZtN9XLX0uY4,spotify:artist:2hO4YtXUFJiUYS2uYFvHNK
Down To Earth,Monie Love,spotify:album:3qVeBPVeDw1ACfV0xK2cLP,spotify:artist:7dupCiguCFkYZRisA3foPu
Heart Still Beating,Roxy Music,spotify:album:5la2jLBPCorYkCj2vDOyVg,spotify:artist:3fhOTtm0LBJ3Ojn4hIljLo
If There Was a Way,Dwight Yoakam,spotify:album:7xHhfHyRt4oX8wDwmVb6Bj,spotify:artist:2sxmKe3CUrWnx7eoXMhOlW
Interiors,Rosanne Cash,spotify:album:51FOZgsd4wLU1OYp9uplXS,spotify:artist:6lx6XS8umFqYRVbBErx9fE
Taste of Chocolate,Big Daddy Kane,spotify:album:6XGoYlrWGfewVEIpZdTQoJ,spotify:artist:6futYSDVulYR2PktBjTB5W
This Christmas,Patti LaBelle,spotify:album:2Av22aITO2k7nSWL0QeRvY,spotify:artist:0ty0xha1dbprYIUAQufkFn
Too Dark Park,Skinny Puppy,spotify:album:4X1RUkSMSNsqOnk7kcR9d4,spotify:artist:5Mu0EMEsUIVE132pNMywns
Gling-Gló,Björk,spotify:album:1qDQY6GSTKelf5lMserWX4,spotify:artist:7w29UYBi0qsHi5RTcv3lmA
Serious Hits... Live!,Phil Collins,spotify:album:3YhgdRfaZrVIOORGK9SNiV,spotify:artist:4lxfqrEsLX6N1N4OCSkILp
Tripping the Live Fantastic,Paul McCartney,spotify:album:6YOsAPHR2l2DShz38cf8lW,spotify:artist:4STHEaNw4mPZ2tzheohgXB
Birdbrain,Buffalo Tom,spotify:album:21gaWPN6WDilBEwM8tZOOx,spotify:artist:6paRdA1dkAEb0dWcIS4TOp
Coma of Souls,Kreator,spotify:album:6yw0WeTVdpFrbUmDQ7Vluu,spotify:artist:3BM0EaYmkKWuPmmHFUTQHv
Crazy World,Scorpions,spotify:album:3dLKM8bD8R3H3XnSOXGjTF,spotify:artist:27T030eWyCQRmDyuvr1kxY
Hell's Ditch,The Pogues,spotify:album:6vWXyEHqnvo4C5xniFTmR8,spotify:artist:2wzMOQwNT6ZvVB4amvhFAH
Put Yourself in My Shoes,Clint Black,spotify:album:5CArn8MlwLBc4eN0cDVjEs,spotify:artist:3Ay15wt0QChT4Kapsuw5Jt
Refugees of the Heart,Steve Winwood,spotify:album:0hLjpGitEUEDR4sz1qT26P,spotify:artist:5gxynDEKwNDgxGJmJjZyte
Stick It Live,Slaughter,spotify:album:29IMMEMOodgZ5YnBfJp1pF,spotify:artist:4ibNXJiMYOPibpS9DB9Qz3
Casino,Blue Rodeo,spotify:album:5LB6Q4CWYs7NMLqsZvE9d2,spotify:artist:4M1fxLs3K8DkyCaTEpdfo0
Rhythm of Love,Kylie Minogue,spotify:album:7ys9DH0Xjll3wlNduBv2p5,spotify:artist:4RVnAU35WRWra6OZ3CbbMA
Anything Is Possible,Debbie Gibson,spotify:album:3nnBlpNxslYzdY6c2gRDk5,spotify:artist:18jZvCsW1PJ4FDQ5gEXuKp
Blast the Human Flower,Danielle Dax,spotify:album:7szD2mIJNBcODrcFgv9EOb,spotify:artist:6XsztleD1tEXyvMs6WJwhX
Choke,The Beautiful South,spotify:album:2F8dMI1DLUSc8bOh3pj594,spotify:artist:4fomCZiFUMX73KJ0YQ0V90
Five Man Acoustical Jam,Tesla,spotify:album:73lnI3HzVdZ0xHiYrF8pdD,spotify:artist:0dgnITyIAN4NrmUVisvxHU
Gala,Lush,spotify:album:1UBjGsLtSkSMHlBkCc2OI4,spotify:artist:3ysp8GwsheDcBxP9q65lBg
The Immaculate Collection,Madonna,spotify:album:5MzwGwnO9gkh0z6Nl4FF8h,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
Naïve,KMFDM,spotify:album:3jTXRgxzfTVgnaJvt9N44c,spotify:artist:3V4IvzRQYP5mzuVtkcHgVa
Ferociously Stoned,Cherry Poppin' Daddies,spotify:album:34nCucUnbHXhuk75BQltaS,spotify:artist:1stGNsBocVFM9MfQtySETw
Heartbreak Station,Cinderella,spotify:album:0wN0VkL96A1hHe2FrGfdOA,spotify:artist:7HL4id2U7FSDJtfKQHMgQx
Shaking the Tree,Peter Gabriel,spotify:album:4smGTYP7BN3UNxESljSHFT,spotify:artist:7C4sUpWGlTy7IANjruj02I
Against the Grain,Bad Religion,spotify:album:5QTyi6ndfGO5vF4DcNgM97,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9
A Social Grace,Psychotic Waltz,spotify:album:4uWwOvdfMGp0xGJp0Ppb6e,spotify:artist:2dOv4EhVP0W9QU8irQJEld
Pills 'n' Thrills and Bellyaches,Happy Mondays,spotify:album:2Qo9lJydzuAmcBUjGOvrMQ,spotify:artist:339DNkQkuhHKEcHw6oK8f0
MCMXC a.D.,Enigma,spotify:album:2PkstTUo2zJbgatbT2JkTU,spotify:artist:3DmG65yHQsMms7WAvrZOdt
Home Alone,John Williams,spotify:album:3rDo7fQDUwJ6qmxwP5yQsY,spotify:artist:3dRfiJ2650SZu6GbydcHNb
The Simpsons Sing the Blues,The Simpsons,spotify:album:4WlSOf1bNcn2Lrr3R4XrDE,spotify:artist:7r0Otd9dEStSVIxJ02ml5a
Business as Usual,EPMD,spotify:album:4InIe7DN4J5mIXYVlxDD7r,spotify:artist:3zpKjsMg2gw1St5WcWoUJN
Obey the Time,The Durutti Column,spotify:album:3zKGILn3TLWrvP5eN7F7pV,spotify:artist:7fh7bwX9qV60tLxxsp9bTe
Contradictions Collapse,Meshuggah,spotify:album:4sb4EkUijHvRyP5s3bkaWN,spotify:artist:3ggwAqZD3lyT2sbovlmfQY
Fly Me Courageous,Drivin N Cryin,spotify:album:6YbvLfrRxf31xBTosDHW4a,spotify:artist:26yYgoh7hehqYix76g3LcS
Soulside Journey,Darkthrone,spotify:album:1juvu6EO9vLFj3Dn1ULKr8,spotify:artist:7kWnE981vITXDnAD2cZmCV
Quik Is the Name,DJ Quik,spotify:album:6qzvk2A6wQpy1f69hrWj3B,spotify:artist:0b2XeWDPeBiLeskT6RFqMb
A Little Ain't Enough,David Lee Roth,spotify:album:2lLFPozcsb0GS2tkbeFiJU,spotify:artist:0KyCXNSa7ZMb5LydfKbLG3
Step In the Arena,Gang Starr,spotify:album:05wcY4zcfSawCyoutTTxda,spotify:artist:5cMgGlA1xGyeAB2ctYlRdZ
1916,Motörhead,spotify:album:6mvrfjdgSvwcDXhxyVjWTx,spotify:artist:1DFr97A9HnbV3SKTJFu62M
The Soul Cages,Sting,spotify:album:7gJ2XxMfFiFVpv9dzyixgE,spotify:artist:0Ty63ceoRnnJKVEYP0VQpk
Doubt,Jesus Jones,spotify:album:7hKst6QIxeAcpOx3o2y6mi,spotify:artist:0roeI3yPusDWwWRzAqTopw
Mo' Ritmo,Gerardo,spotify:album:1XtHtO1xVuCH53X1Vp3Fgc,spotify:artist:1dqCEoBppk9X0WmOTJe993
When You're a Boy,Susanna Hoffs,spotify:album:5jggxDQtP1eGNgqOAThQSY,spotify:artist:2Sc4ukCRllIu02LZfHF0RL
Uncle Anesthesia,Screaming Trees,spotify:album:5VZbPQYwhGgFNpJKdRgxHy,spotify:artist:3Ukr3Ufjg8ygRJv7Ww887f
Into the Light,Gloria Estefan,spotify:album:1TVVVSbdBRF6KtffVu0p2g,spotify:artist:5IFCkqu9J6xdWeYMk5I889
Solid Ball of Rock,Saxon,spotify:album:4WpewQjuwkjAwyGyAbMl4Z,spotify:artist:71vVmHeNgCVSa5SVmfvscU
Innuendo,Queen,spotify:album:5yAM3CcaXF6DPRJW3oL6Ya,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d
International Pop Overthrow,Material Issue,spotify:album:0sxT4x4lMrDsF0vaCHN14S,spotify:artist:3JqoJ9CMC1y6iLHz5zZLut
Recurring,Spacemen 3,spotify:album:6df56IticL7PhkzIgPEJof,spotify:artist:1ZOlVrZ2MtNSY9LcFYklDB
Coolin' at the Playground Ya Know!,Another Bad Creation,spotify:album:2uwlft26vYpPcrNBKBQsEV,spotify:artist:454VBUMshEg0sxzoWKTYbT
8-Way Santa,Tad,spotify:album:453ha4HyeCoEcH0zCa6VV1,spotify:artist:2mncWLPUUFpNvBLkHzTsDO
Heaven's Open,Mike Oldfield,spotify:album:2P4gGEWFH9zpJFXiLVRAJR,spotify:artist:562Od3CffWedyz2BbeYWVn
Green Mind,Dinosaur Jr.,spotify:album:7LWJMSQdZxcjmLkDXhtpUT,spotify:artist:267VY6GX5LyU5c9M85ECZQ
Night Ride Home,Joni Mitchell,spotify:album:58eSrybTtZMVNaZWt2f1rP,spotify:artist:5hW4L92KnC6dX9t7tYM4Ve
The Name Above the Title,John Wesley Harding,spotify:album:47SNFdvMXJwjyzQGtq4mt4,spotify:artist:4ljMUpFLXEVZWUrdHtuEzw
Road Apples,The Tragically Hip,spotify:album:6DZzcs4OnSsyUWIWb3TnSA,spotify:artist:0YMeriqrS3zgsX24nfY0F0
Piouhgd,Butthole Surfers,spotify:album:3MeXId79eUEPRZortSIXt4,spotify:artist:62BcWP4fzR8axESibNQEhs
Hooked,Great White,spotify:album:5aeMbDqImSXoal1JnRn62o,spotify:artist:6ZPbX2Lxd40e2UVkXpyxvI
Different World,Uriah Heep,spotify:album:283u3wvTgDdwu5Zy7HzimV,spotify:artist:45O9BwPMyywM755SYUK0sP
Love's Secret Domain,Coil,spotify:album:7MQvigPEEdUah55iR4QiJs,spotify:artist:37KB5e6cGsN1AQAB9Omm1U
Peggy Suicide,Julian Cope,spotify:album:5XuAHc6MWOsYa0x26LMSfu,spotify:artist:5sMku8iI6FH3ypZTErz4kv
The White Room,The KLF,spotify:album:7n7NzplHz7xjmTRQ9TxQqu,spotify:artist:6dYrdRlNZSKaVxYg5IrvCH
Ex:el,808 State,spotify:album:5q3FCcPTqLUT0UkrqMb45z,spotify:artist:7hFdUW64G4iU1tz46ITRfN
Dollars & Sex,The Escape Club,spotify:album:6aJNw94xxM9xR6WjSYiwOV,spotify:artist:6mRev5KzKOgQcZjWanwBdd
Heart in Motion,Amy Grant,spotify:album:7vxXiuW9v8h04bkoK9oQa3,spotify:artist:72Nhcx7prNk2ZCxhx0Y5es
Kill Uncle,Morrissey,spotify:album:31v66lvWdwGTem83i1t8bZ,spotify:artist:3iTsJGG39nMg9YiolUgLMQ
Truly Blessed,Teddy Pendergrass,spotify:album:4ZNl9QsJrlbWizJafSKQog,spotify:artist:68kACMx6A3D2BYiO056MeQ
Extremely Live,Vanilla Ice,spotify:album:5iNpxqwYkTYy559B1geon2,spotify:artist:7GXXMm3DB1VswVcuGyInUd
Live Hardcore Worldwide,Boogie Down Productions,spotify:album:7uYn4a1hE23oFGsS1UfF52,spotify:artist:4toEjJSZu1rbfX2hfVdZFA
Everybody's Angel,Tanita Tikaram,spotify:album:4IctlMKv7qfx1nSEfHRN8m,spotify:artist:2gTl60Ao3u7bljVnAqxPh8
Out of Time,R.E.M.,spotify:album:2vPM8y0gBZTnEO48rGnCzs,spotify:artist:4KWTAlx2RvbpseOGMEmROg
Outland,Gary Numan,spotify:album:3KJ3qV9E83BsWIPe6ea9TO,spotify:artist:5KQMtyPE8DCQNUzoNqlEsE
The Real Ramona,Throwing Muses,spotify:album:4Tvtq50di0OrLLSWAcAubS,spotify:artist:5xU5wRTlZHVRoo2OxPvqA4
Unreal World,The Godfathers,spotify:album:4w8SEo63M1MxCV07qqXgZH,spotify:artist:3Gf6z7kuVRjZ2e3W2cxoXN
Goat,The Jesus Lizard,spotify:album:7uweroXf5R6hWxC1kDXJg3,spotify:artist:6r26MaDr8bqNALjXgYPXMa
The Infidel,Doubting Thomas,spotify:album:0BxbTiPitEviZiZ6GgxnFU,spotify:artist:0TyhxIjwdnCm57NJAzNEmK
Capitol Collectors Series,Jo Stafford,spotify:album:6rOhnk4aF1AE0v5RljsCuk,spotify:artist:1Jqk46QvzUn7SnwmTGX6Cw
Chill of an Early Fall,George Strait,spotify:album:7z04UTBHipoi0fNfk33emV,spotify:artist:5vngPClqofybhPERIqQMYd
Make Way for the Motherlode,Yo-Yo,spotify:album:0mSz5kMqndsfPQ0i0XoKEl,spotify:artist:6kL8ioxe4mWK945hvcHLkS
Bag-a-Trix,Whodini,spotify:album:03mEPaFAUC6llHaHyoFLdn,spotify:artist:4dBOV77d0Fy9KcTZkieXcu
Gothic,Paradise Lost,spotify:album:3ODeFujzfz3Ir1P7Wau0kb,spotify:artist:0gIo6kGl4KsCeIbqtZVHYp
The Human Factor,Metal Church,spotify:album:6adhNik5xQ3vWR1MnolVyH,spotify:artist:0exvkfkATkqWOJgugTjJhP
Lean Into It,Mr. Big,spotify:album:6CrjpyjlfjK95oHF6dvEnQ,spotify:artist:5OfhOoKunSnuubxxRML8J3
Places I Have Never Been,Willie Nile,spotify:album:0FPQC9ut4LMkFrA7qeSE8e,spotify:artist:42chtGdwnAdG2TECndse7J
Ribbed,NOFX,spotify:album:5QdsrZhTTJFAcIeiKSqIZt,spotify:artist:4S2yOnmsWW97dT87yVoaSZ
Vagabond Heart,Rod Stewart,spotify:album:757sdXtzO7Csu93nrCGYeo,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT
Spiderland,Slint,spotify:album:3crSdepGPHDSUXAU9y98lG,spotify:artist:4IwOItqRhsIoRuD5HP4vyC
Joyride,Roxette,spotify:album:0PtB9Y064DKf0xhTsiqBYD,spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY
King of the Jews,Oxbow,spotify:album:06mzU2OWfH0xqFsSXHHVu1,spotify:artist:4m47y2u5lJBKbakAv5YAh1
Arise,Sepultura,spotify:album:3J0tQcCCfIjkDgAmIyAPEq,spotify:artist:6JW8wliOEwaDZ231ZY7cf4
Mama Said,Lenny Kravitz,spotify:album:2in7TjOFOuw5upPjUGB2jh,spotify:artist:5gznATMVO85ZcLTkE9ULU7
Mane Attraction,White Lion,spotify:album:49q8hRnhM6xM5PD5tQSGxb,spotify:artist:3nLYJvqbEzs5kg2TlprxIG
Blue Lines,Massive Attack,spotify:album:7jgpev6nHXJ8MLR8HtGg2N,spotify:artist:6FXMGgJwohJLUSr5nVlf9X
Flashpoint,The Rolling Stones,spotify:album:2O9FkJzHTwi9Z054Y3QtZT,spotify:artist:22bE4uQ6baNwSHPVcDxLCe
Real Life,Simple Minds,spotify:album:2O5Qb4CQBTkN7UIvFBTCsq,spotify:artist:6hN9F0iuULZYWXppob22Aj
The Ghosts That Haunt Me,Crash Test Dummies,spotify:album:6IAT88ZYeFZEszIUZ1gUUH,spotify:artist:1YEGETLT2p8k97LIo3deHL
Brotherhood,The Doobie Brothers,spotify:album:3iJMDDVtvW6x1CJw3JrTAy,spotify:artist:39T6qqI0jDtSWWioX8eGJz
One from the Vault,Grateful Dead,spotify:album:7K5jvjbQB05gnFxsgwPvmt,spotify:artist:4TMHGUX5WI7OOm53PqSDAT
The Orb's Adventures Beyond the Ultraworld,The Orb,spotify:album:3IQGG1m7Pa6DAopVyxGmlL,spotify:artist:5HAtRoEPUvGSA7ziTGB1cF
Auberge,Chris Rea,spotify:album:6ng47hft8dJO3VhgrnIqps,spotify:artist:5KEG7G8LDYlHgFDqZyEEs2
The Best Band You Never Heard in Your Life,Frank Zappa,spotify:album:4SnDPKdiXqI2n4SmOw2UOT,spotify:artist:6ra4GIOgCZQZMOaUECftGN
Ripe,Banderas,spotify:album:7u3BOSxxIM0xdbS1WUXfC8,spotify:artist:1neX6aXwtNJMw7JUOpbvl4
The Way to Salvation,King Missile,spotify:album:6QeuwRynQpTjfybBd3AF8k,spotify:artist:4ab0zJgTZPWz00v2PrdJI4
Hoodoo,Alison Moyet,spotify:album:6c1maKFpr6EZlAxPdDCtxN,spotify:artist:0s0rOb0gT2S9N0SDcjtPC4
Shift-Work,The Fall,spotify:album:2vlc6LBLycUKazSp8lLpnH,spotify:artist:6WoTvA9qinpHtSRJuldYh6
And Now the Legacy Begins,Dream Warriors,spotify:album:6AelbV20VsSWwnYhalKjdd,spotify:artist:4FrJKQblIjEyw8rbqYHNpU
Kinky,Hoodoo Gurus,spotify:album:2n0gleOTo7rvi0gJ9HpFLq,spotify:artist:7HZQqtnOYmjJl8XAB3Vg8y
Ordinary Average Guy,Joe Walsh,spotify:album:1ktJ6umFTeO2gDeEODzjZG,spotify:artist:5bDxAyJiTYBat1YnFJhvEK
The Reality of My Surroundings,Fishbone,spotify:album:40M114gHgnKCmUQh2xaTzt,spotify:artist:2X3pNc13eRGofTO9Yt3sMi
"Time, Love & Tenderness",Michael Bolton,spotify:album:3tu5RTLzk7J2Oe30hspuPm,spotify:artist:6YHEMoNPbcheiWS2haGzkn
Power of Love,Luther Vandross,spotify:album:4mSFu3YmqIHfPngFDqZl4f,spotify:artist:19y5MFBH7gohEdGwKM7QsP
The Rest of the Dream,Nitty Gritty Dirt Band,spotify:album:6Rh0dzfnsHQGi76uytM0Ox,spotify:artist:7y70dch6JuuuNnwlsOQvwW
True Love,Pat Benatar,spotify:album:5rWUtDK9hcoW1kLp98JBBE,spotify:artist:43mhFhQ4JAknA7Ik1bOZuV
Whirlpool,Chapterhouse,spotify:album:1KR6XQDW9P6M13Cz1RVRdH,spotify:artist:3r94PF71LWRI5K6wqclNjQ
Cooleyhighharmony,Boyz II Men,spotify:album:7JnLsJWNUf50DGZ5JhBgbO,spotify:artist:6O74knDqdv3XaWtkII7Xjp
Laughter & Lust,Joe Jackson,spotify:album:1kBuFBgZI3kitg8Y4MNVGl,spotify:artist:6KOqPxwfNAmZPkiCnDE9yT
Spartacus,The Farm,spotify:album:7jHVXv5vIoFRTNrPCqYV8K,spotify:artist:3lN1TG4RIoaJCff6Ck9KUR
Union,Yes,spotify:album:447aJIB9W5eJbQCRc00oEy,spotify:artist:7AC976RDJzL2asmZuz7qil
Why Do Birds Sing?,Violent Femmes,spotify:album:5zQUia5Iijvb4gw4CBuTaY,spotify:artist:0rpMdBzQXf7aYRnu5fDBJy
The Drill,Wire,spotify:album:0q0JEDRwminTj0zGSkdWAC,spotify:artist:2i8ynmFv4qgRksyDlBgi6d
Blessed Are the Sick,Morbid Angel,spotify:album:0Psnh8qaNVwK7hDN2p92xu,spotify:artist:35jmO5o3AhUV70kiR7u4Nw
Bullhead,Melvins,spotify:album:3hAEZH07Rme4RfmSbd7KMC,spotify:artist:6aVjo0xHSiuW5hkasoYSR3
Friendly Fa$cism,Consolidated,spotify:album:4aZScLsTzyScCAvkjSybTT,spotify:artist:2GQYazkEEYH4jJnDLpofHL
Schubert Dip,EMF,spotify:album:5KV9eMsEnhHv5x2VaJiYeX,spotify:artist:39oSLGo3HkaeYXzUEGgAGQ
Terminator X & The Valley of the Jeep Beets,Terminator X,spotify:album:77mmUqquJyASCkZy6TVgVU,spotify:artist:5rku8XppD0bPmGHEN3kYvr
Peggy Suicide,Julian Cope,spotify:album:5XuAHc6MWOsYa0x26LMSfu,spotify:artist:5sMku8iI6FH3ypZTErz4kv
Ex:el,808 State,spotify:album:5q3FCcPTqLUT0UkrqMb45z,spotify:artist:7hFdUW64G4iU1tz46ITRfN
Pop Life,Bananarama,spotify:album:2sUnfFZmrSyjgsYuj3zX9o,spotify:artist:3sc7iUG1Wwpwx7bHeZolgx
God Fodder,Ned's Atomic Dustbin,spotify:album:3jkqrE3ycfEY8088IZXcZZ,spotify:artist:5AX02tEFl85gnqkvzqeltP
Mighty Like a Rose,Elvis Costello,spotify:album:3vmHAjGpInUXzdjFmYOrIV,spotify:artist:2BGRfQgtzikz1pzAD0kaEn
Sailing the Seas of Cheese,Primus,spotify:album:5OIiIKyQ1TRHwly2HMTidX,spotify:artist:64mPnRMMeudAet0E62ypkx
Spellbound,Paula Abdul,spotify:album:6gHhunUztPgpyBmzeie6MH,spotify:artist:4PpmBoqphQusNFsxuVKb6j
Yerself Is Steam,Mercury Rev,spotify:album:7d57rNsaPHIEZddITSwZc4,spotify:artist:77oD8X9qLXZhpbCjv53l5n
Unplugged (The Official Bootleg),Paul McCartney,spotify:album:7KvVAe42ZV1LcfaW96mBNk,spotify:artist:4STHEaNw4mPZ2tzheohgXB
Slinky,Milltown Brothers,spotify:album:5wBuho1aPVvxOEOj5Xoh91,spotify:artist:4KfRWTF4oBJ99mUEiFtEeN
Seamonsters,The Wedding Present,spotify:album:6vQ5YjeBaEpzFcRsAvO2Kb,spotify:artist:4tyCvqG48h4LdcbFfWBjR9
Forever My Lady,Jodeci,spotify:album:2hnQpzZeMYps2cEehX3hHb,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
Gish,The Smashing Pumpkins,spotify:album:14gI3ml0wxlgVrX1ve8zyJ,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i
Jungle Fever,Stevie Wonder,spotify:album:6v2b0CuxVEJ3QqQSwgZi8B,spotify:artist:7guDJrEfX3qb6FEbdPA5qi
Never Loved Elvis,The Wonder Stuff,spotify:album:7aiUewwt7A6GYcRxF3wWMF,spotify:artist:0Uo1d5A6BR1I155GlD9WYo
Grippe,Jawbox,spotify:album:18rismSHpHT7CPhp6RlaMA,spotify:artist:0Fj0cWPHOpexJCZRdSHioP
Rumor and Sigh,Richard Thompson,spotify:album:5udGf9RoW9Sjda4yD0R7mQ,spotify:artist:5w75MoT8FfcGOMgjgrj1cz
"Back on the Bus, Y'all",Indigo Girls,spotify:album:3jmmx4jRkul3POEhn1cgwF,spotify:artist:4wM29TDTr3HI0qFY3KoSFG
"Funke, Funke Wisdom",Kool Moe Dee,spotify:album:1r1wF2iMuvMghDPyROybCs,spotify:artist:2RE8NwNxsOyuNZDD0jRxHP
Make a Jazz Noise Here,Frank Zappa,spotify:album:0mj0aBDFV7PiTWuF3wsYd4,spotify:artist:6ra4GIOgCZQZMOaUECftGN
Fellow Hoodlums,Deacon Blue,spotify:album:0mgNXozAbpMRqcxNJkDY1Z,spotify:artist:5jqKIZLB5WA5KquEihB3ND
Superstition,Siouxsie and the Banshees,spotify:album:0MNKE093cSDfCrABTCCXwP,spotify:artist:1n65zfwYIj5kKEtNgxUlWb
Prime of My Life,Phyllis Hyman,spotify:album:3Zt8flubel6shc4b9kmt2f,spotify:artist:3oqSDVaf6RoBGreqOlgUpv
Slave to the Grind,Skid Row,spotify:album:5rwVv60GrqUYkkrD3vxSJy,spotify:artist:4opTS86dN9uO313J9CE8xg
Unforgettable... with Love,Natalie Cole,spotify:album:4ilUfGGQXin7hr1srDDXF0,spotify:artist:5tTsrGPwQRWUsHR2Xf7Ke9
Warm Your Heart,Aaron Neville,spotify:album:1ELoHfG2NS99z8tUFWtVir,spotify:artist:57ALvbCBaCkNlgTOSiUPdT
Love Hurts,Cher,spotify:album:23ZynaAt0r7guEQef3baHW,spotify:artist:72OaDtakiy6yFqkt4TsiFt
"Slow, Deep and Hard",Type O Negative,spotify:album:38xbAsUXuymB2Tuo8F2u6A,spotify:artist:0blJzvevdXrp21YeI2vbco
Unusual Heat,Foreigner,spotify:album:3AYjkl69eLyXjoKGh7Cxi2,spotify:artist:6IRouO5mvvfcyxtPDKMYFN
"You Can't Do That on Stage Anymore, Vol. 4",Frank Zappa,spotify:album:641iIWqguKb93idvyLEvHC,spotify:artist:6ra4GIOgCZQZMOaUECftGN
"McIntyre, Treadmore and Davitt",Half Man Half Biscuit,spotify:album:2tJLcwSSPN5FTYARYhTt2T,spotify:artist:6hBQq083tyW3yrF1gdVt4Q
Derelicts of Dialect,3rd Bass,spotify:album:52NmtQfCaJa8SnvrbV6gFJ,spotify:artist:6EFL6smxzRtpwlQvZFldUc
For Unlawful Carnal Knowledge,Van Halen,spotify:album:42WP0R0fgGMJ97RaIablW9,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K
Turtle Soup,The Mock Turtles,spotify:album:0dDteEiVxWDoaaOsOAmtA1,spotify:artist:5OTjkVz0Cc9IuaQC3U1Pqq
Holidays in Eden,Marillion,spotify:album:7wpZ3xiYpDqH3UNafspXbT,spotify:artist:7ai5TWiOG8g9Hds5AATS28
Attack of the Killer B's,Anthrax,spotify:album:6Ic0P6UAAHeyAsnvri4qXS,spotify:artist:3JysSUOyfVs1UQ0UaESheP
Electric Landlady,Kirsty MacColl,spotify:album:3HA2oNFD0RSeXRNpvYWFwP,spotify:artist:6UlNIFEuWlBqb4TvlVCekq
Fireball Zone,Ric Ocasek,spotify:album:1F24g6eMCjxeSLVeSF1ADg,spotify:artist:1iTrwmoisuv7HbdY5tTVUt
Hollywood Vampires,L.A. Guns,spotify:album:3hmkssrKAzaJzfXGPiFnfZ,spotify:artist:22TEmHXBBLjTec2LOAuMdS
Luck of the Draw,Bonnie Raitt,spotify:album:6blrkOZ0VmkhYPjfoD7eqf,spotify:artist:4KDyYWR7IpxZ7xrdYbKrqY
Surprise,Crystal Waters,spotify:album:7MtJHdiKmt3Gbus6oyXhy1,spotify:artist:2sd9Q3r0Jhqpe3w9WVuG43
Twilight of the Gods,Bathory,spotify:album:4LmTV4AmwEjqmj5UezjMA1,spotify:artist:6rBvjnvdsRxFRSrq1StGOM
Solace,Sarah McLachlan,spotify:album:0Jm8o4knRb3L5k5JhT5heJ,spotify:artist:4NgNsOXSwIzXlUIJcpnNUp
United States of Islam,Muslimgauze,spotify:album:7uXA5Z14DJVR9mxR0RK3di,spotify:artist:7bO9rUH5Yd2Td8S1TMoBUP
Butchered at Birth,Cannibal Corpse,spotify:album:0JuQm6O4YBzXb1M3Ln8eWz,spotify:artist:0yLwGBQiBqhXOvmTfH2A7n
This Is an EP Release,Digital Underground,spotify:album:77d3pbiZmQFYRs5XgmDYUJ,spotify:artist:7jocoSCuCtpCxCI6IbP8ye
Pure Poverty,Poor Righteous Teachers,spotify:album:5I5qtr0s3gIl4KEsQt9JW3,spotify:artist:1j6sK1bUYK36UNfLjdOfFy
Victory Gardens,John & Mary,spotify:album:6uspYdnE1JEdu1lap0LJTZ,spotify:artist:6PBQMYpFeAx32Nt0MGxlcA
Hey Stoopid,Alice Cooper,spotify:album:5WfTbbukXEd99wZnxcFydj,spotify:artist:3EhbVgyfGd7HkpsagwL9GS
Into the Great Wide Open,Tom Petty and the Heartbreakers,spotify:album:42G5ULkCRRl3crJMlg6eKd,spotify:artist:4tX2TplrkIP4v05BNC903e
The Ruler's Back,Slick Rick,spotify:album:5UWKXx7GvU5YhXx0OBNnhD,spotify:artist:1W9qOBYRTfP7HcizWN43G1
